rf1,rf2,rf3
0.995,0.0025,0.0025
0.005,0.0325,0.9625
1.0,0.0,0.0
0.0025,0.06,0.9375
0.0,0.3425,0.6575
0.995,0.0,0.005
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0275,0.9725
0.9975,0.0,0.0025
0.0,0.01,0.99
0.005,0.0325,0.9625
0.9975,0.0,0.0025
0.0025,0.6125,0.385
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.425,0.575
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0275,0.9725
0.9975,0.0,0.0025
0.0,0.01,0.99
0.0,0.8075,0.1925
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.205,0.795
1.0,0.0,0.0
0.005,0.0025,0.9925
0.0,0.07,0.93
1.0,0.0,0.0
0.005,0.8125,0.1825
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.365,0.635
0.0,0.0,1.0
0.0,0.075,0.925
0.0,0.0325,0.9675
0.0,0.0,1.0
0.0175,0.275,0.7075
1.0,0.0,0.0
0.0,0.3825,0.6175
0.0025,0.04,0.9575
1.0,0.0,0.0
0.0,0.9875,0.0125
0.045,0.285,0.67
0.8975,0.025,0.0775
0.0,0.0275,0.9725
0.0,0.0825,0.9175
0.0,0.015,0.985
0.0,0.0975,0.9025
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.04,0.96
0.1325,0.115,0.7525
1.0,0.0,0.0
0.0,0.075,0.925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0075,0.395,0.5975
0.0,0.0,1.0
0.975,0.02,0.005
0.0175,0.435,0.5475
0.0,0.0125,0.9875
0.0,0.0425,0.9575
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0975,0.9025
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.065,0.935
1.0,0.0,0.0
0.0,0.5925,0.4075
0.9875,0.0125,0.0
0.0,0.0125,0.9875
0.0,0.9225,0.0775
0.0,0.03,0.97
0.0,0.365,0.635
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.9525,0.0475
0.0,0.91,0.09
0.0,0.005,0.995
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.985,0.015
0.9975,0.0,0.0025
0.0,0.135,0.865
0.0025,0.5025,0.495
0.0025,0.2075,0.79
0.0075,0.84,0.1525
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0425,0.9575
0.0,0.1575,0.8425
0.1025,0.5225,0.375
0.0,0.005,0.995
0.025,0.195,0.78
0.0,0.005,0.995
0.0,0.025,0.975
0.05,0.2625,0.6875
1.0,0.0,0.0
0.5225,0.18,0.2975
0.0,0.04,0.96
0.04,0.125,0.835
1.0,0.0,0.0
0.995,0.005,0.0
0.0025,0.03,0.9675
0.9975,0.0,0.0025
0.0,0.385,0.615
0.0,0.085,0.915
0.0,0.14,0.86
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.055,0.945
0.9875,0.0,0.0125
1.0,0.0,0.0
0.0,0.0025,0.9975
0.005,0.245,0.75
0.99,0.01,0.0
0.0,0.0525,0.9475
0.9975,0.0,0.0025
0.0025,0.0225,0.975
0.0,0.0025,0.9975
0.0,0.0275,0.9725
0.0,0.67,0.33
0.0,0.005,0.995
0.0025,0.3525,0.645
0.0,0.0,1.0
0.0,0.0,1.0
0.0375,0.1675,0.795
0.0,0.0325,0.9675
1.0,0.0,0.0
0.0,0.0,1.0
0.0075,0.06,0.9325
0.0,0.0275,0.9725
1.0,0.0,0.0
0.0025,0.0025,0.995
0.0,0.32,0.68
1.0,0.0,0.0
1.0,0.0,0.0
0.99,0.0,0.01
0.96,0.0,0.04
1.0,0.0,0.0
0.0,0.0,1.0
0.9975,0.0025,0.0
0.9525,0.0075,0.04
0.0,0.08,0.92
1.0,0.0,0.0
0.0,0.3575,0.6425
0.0,0.47,0.53
0.0,0.005,0.995
0.0,0.1375,0.8625
0.975,0.02,0.005
0.0,0.89,0.11
1.0,0.0,0.0
0.0,0.025,0.975
0.025,0.405,0.57
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.065,0.935
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.005,0.995
0.0025,0.1,0.8975
0.0025,0.6575,0.34
0.975,0.0175,0.0075
0.0,0.0,1.0
0.98,0.0,0.02
0.0,0.025,0.975
0.0025,0.5075,0.49
0.0,0.065,0.935
0.0,0.0475,0.9525
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.7975,0.2025
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.265,0.7325
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.075,0.925
1.0,0.0,0.0
0.005,0.9425,0.0525
0.0,0.0,1.0
0.0,0.005,0.995
0.9825,0.0,0.0175
0.0,0.0075,0.9925
0.0,0.0,1.0
0.0,0.77,0.23
0.995,0.0,0.005
0.0,0.01,0.99
0.0,0.0075,0.9925
0.0,0.18,0.82
0.0,0.0075,0.9925
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0125,0.9875
0.9975,0.0,0.0025
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.1525,0.8475
0.0,0.035,0.965
0.0,0.275,0.725
0.0,0.95,0.05
0.0025,0.0225,0.975
0.0,0.01,0.99
0.9575,0.005,0.0375
1.0,0.0,0.0
0.0125,0.015,0.9725
0.005,0.975,0.02
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.92,0.0775
0.0,0.245,0.755
1.0,0.0,0.0
0.0,0.055,0.945
0.9975,0.0,0.0025
0.0,0.0125,0.9875
0.9925,0.0,0.0075
0.0,0.16,0.84
0.975,0.02,0.005
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0225,0.9775
0.0,0.005,0.995
0.0,0.0825,0.9175
0.0,0.5325,0.4675
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.075,0.925
0.0,0.04,0.96
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.1325,0.8675
1.0,0.0,0.0
0.0,0.04,0.96
1.0,0.0,0.0
0.0,0.12,0.88
0.0,0.0525,0.9475
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.11,0.89
0.0,0.3075,0.6925
0.0,0.955,0.045
0.0,0.715,0.285
0.0,0.3275,0.6725
0.01,0.145,0.845
0.0,0.01,0.99
0.99,0.005,0.005
0.0,0.04,0.96
0.9975,0.0,0.0025
0.0,0.0475,0.9525
0.9925,0.0,0.0075
0.9925,0.005,0.0025
1.0,0.0,0.0
0.005,0.8875,0.1075
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.0125,0.9875
0.995,0.0,0.005
0.0,0.29,0.71
1.0,0.0,0.0
0.0525,0.2875,0.66
0.0025,0.0275,0.97
0.005,0.04,0.955
0.0,0.48,0.52
0.0,0.0025,0.9975
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.135,0.865
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0225,0.9775
0.0,0.22,0.78
0.0,0.0,1.0
0.9975,0.0025,0.0
0.0,0.4225,0.5775
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0625,0.9375
0.9975,0.0,0.0025
0.0,0.965,0.035
0.0025,0.5625,0.435
0.985,0.0025,0.0125
1.0,0.0,0.0
0.9925,0.0,0.0075
0.14,0.1025,0.7575
0.0,0.65,0.35
0.985,0.0,0.015
0.0,0.1,0.9
0.0025,0.0125,0.985
0.0,0.0,1.0
0.995,0.0,0.005
0.995,0.005,0.0
0.0,0.0275,0.9725
0.02,0.215,0.765
0.0025,0.4025,0.595
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.03,0.97
0.0275,0.6375,0.335
0.0,0.015,0.985
0.0,0.16,0.84
0.0,0.0475,0.9525
0.0,0.0425,0.9575
1.0,0.0,0.0
0.0,0.97,0.03
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.025,0.975
0.0,0.3825,0.6175
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.1175,0.8825
0.035,0.0675,0.8975
0.0,0.9475,0.0525
0.005,0.1125,0.8825
0.0,0.2575,0.7425
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0025,0.945,0.0525
0.0,0.065,0.935
0.0,0.01,0.99
0.9925,0.005,0.0025
0.0,0.005,0.995
0.0,0.1875,0.8125
0.9975,0.0,0.0025
0.0825,0.135,0.7825
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.9925,0.0075
0.0,0.1175,0.8825
0.9725,0.0225,0.005
0.0,0.03,0.97
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.2775,0.7225
1.0,0.0,0.0
0.0,0.21,0.79
0.0,0.64,0.36
0.9925,0.0,0.0075
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.9625,0.0375
0.9975,0.0,0.0025
0.0,0.105,0.895
0.9775,0.02,0.0025
1.0,0.0,0.0
0.0,0.5925,0.4075
0.0,0.03,0.97
0.975,0.0075,0.0175
0.0,0.45,0.55
0.0,0.11,0.89
0.005,0.7425,0.2525
1.0,0.0,0.0
0.0,0.28,0.72
1.0,0.0,0.0
0.0025,0.0025,0.995
0.0,0.01,0.99
0.0,0.96,0.04
1.0,0.0,0.0
0.0,0.9275,0.0725
0.0,0.0,1.0
0.0,0.0675,0.9325
0.0,0.08,0.92
0.0,0.0125,0.9875
0.0,0.14,0.86
0.0,0.005,0.995
0.0,0.0,1.0
0.9925,0.005,0.0025
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.085,0.915
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.8175,0.1825
0.0,0.015,0.985
0.01,0.985,0.005
1.0,0.0,0.0
0.9975,0.0025,0.0
0.965,0.0,0.035
0.0025,0.1725,0.825
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.385,0.615
1.0,0.0,0.0
0.0,0.13,0.87
0.0075,0.1075,0.885
0.0,0.0225,0.9775
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.175,0.825
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.1325,0.8675
1.0,0.0,0.0
0.0,0.515,0.485
0.0,0.0125,0.9875
0.9975,0.0,0.0025
0.0,0.23,0.77
0.9975,0.0025,0.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.0575,0.9425
0.0,0.0025,0.9975
0.0,0.0375,0.9625
0.0025,0.4475,0.55
0.9925,0.0075,0.0
0.0,0.0025,0.9975
0.0,0.0,1.0
0.0,0.6025,0.3975
0.005,0.46,0.535
0.0,0.045,0.955
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0025,0.9975
0.9975,0.0,0.0025
0.0,0.455,0.545
0.0,0.0075,0.9925
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.5725,0.4275
1.0,0.0,0.0
0.0,0.0675,0.9325
0.0,0.015,0.985
1.0,0.0,0.0
0.6125,0.3075,0.08
1.0,0.0,0.0
0.0425,0.0175,0.94
0.0,0.615,0.385
0.0,0.0825,0.9175
0.0,0.0625,0.9375
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.13,0.87
0.0,0.035,0.965
0.8625,0.1325,0.005
0.0,0.0125,0.9875
0.0025,0.085,0.9125
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.085,0.915
0.0,0.6525,0.3475
0.0,0.0075,0.9925
0.0,0.49,0.51
0.0025,0.5175,0.48
0.0,0.145,0.855
0.48,0.1775,0.3425
0.9725,0.0225,0.005
0.0,0.3025,0.6975
0.0,0.0375,0.9625
1.0,0.0,0.0
0.9925,0.005,0.0025
0.0,0.2525,0.7475
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.005,0.995
0.99,0.0,0.01
0.0,0.07,0.93
0.0,0.005,0.995
0.0,0.7775,0.2225
1.0,0.0,0.0
0.9475,0.0175,0.035
0.0,0.47,0.53
0.0,0.015,0.985
0.0,0.995,0.005
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0275,0.18,0.7925
0.0275,0.735,0.2375
0.9975,0.0025,0.0
0.9975,0.0,0.0025
0.0,0.85,0.15
0.995,0.0,0.005
0.9975,0.0,0.0025
0.995,0.0025,0.0025
0.0,0.02,0.98
1.0,0.0,0.0
0.9875,0.01,0.0025
0.9925,0.0,0.0075
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.86,0.14
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.45,0.55
0.005,0.025,0.97
0.0,0.0,1.0
0.0,0.895,0.105
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0075,0.0025,0.99
1.0,0.0,0.0
0.0,0.0375,0.9625
0.9975,0.0,0.0025
0.0025,0.07,0.9275
0.0,0.975,0.025
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.8075,0.1925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.17,0.83
0.0025,0.3075,0.69
1.0,0.0,0.0
0.0,0.09,0.91
0.9975,0.0,0.0025
0.0,0.14,0.86
0.135,0.035,0.83
1.0,0.0,0.0
0.0,0.27,0.73
0.0,0.0975,0.9025
0.0,0.6125,0.3875
0.0,0.005,0.995
0.9675,0.0175,0.015
0.0,0.03,0.97
0.0025,0.015,0.9825
0.9975,0.0025,0.0
0.9975,0.0,0.0025
0.9875,0.0,0.0125
0.0,0.11,0.89
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.02,0.98
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.05,0.95
0.0,0.92,0.08
0.0,0.035,0.965
0.0,0.015,0.985
1.0,0.0,0.0
0.135,0.6575,0.2075
0.0,0.1725,0.8275
0.0,0.21,0.79
0.0,0.0975,0.9025
0.0,0.305,0.695
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.12,0.88
0.005,0.425,0.57
0.0,0.0275,0.9725
0.0075,0.0475,0.945
0.995,0.0,0.005
0.0,0.0025,0.9975
0.99,0.0025,0.0075
0.02,0.15,0.83
0.0,0.2125,0.7875
0.0,0.235,0.765
0.0,0.11,0.89
0.1825,0.29,0.5275
0.995,0.0,0.005
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.24,0.76
0.0,0.055,0.945
0.0,0.0075,0.9925
0.0025,0.145,0.8525
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.02,0.7575,0.2225
0.0,0.4975,0.5025
0.0,0.14,0.86
0.0,0.99,0.01
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.99,0.0,0.01
1.0,0.0,0.0
0.925,0.0125,0.0625
1.0,0.0,0.0
1.0,0.0,0.0
0.0125,0.9625,0.025
1.0,0.0,0.0
0.0,0.4125,0.5875
1.0,0.0,0.0
0.0,0.0625,0.9375
1.0,0.0,0.0
0.005,0.5575,0.4375
0.0,0.0,1.0
0.0,0.1975,0.8025
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.1575,0.8425
0.0,0.0,1.0
0.0,0.065,0.935
0.0,0.14,0.86
1.0,0.0,0.0
0.0,0.115,0.885
0.985,0.0025,0.0125
0.9975,0.0025,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.1275,0.8725
0.0,0.03,0.97
0.0,0.465,0.535
0.01,0.02,0.97
1.0,0.0,0.0
0.0,0.5125,0.4875
0.11,0.01,0.88
0.0,0.185,0.815
0.0,0.015,0.985
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0025,0.14,0.8575
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.02,0.98
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0125,0.9875
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.995,0.0025,0.0025
0.0,0.055,0.945
0.0,0.0025,0.9975
0.9525,0.025,0.0225
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.035,0.965
1.0,0.0,0.0
0.0,0.1025,0.8975
1.0,0.0,0.0
0.0,0.1325,0.8675
0.0,0.9975,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.9925,0.0075
0.0,0.6,0.4
1.0,0.0,0.0
0.0,0.325,0.675
0.0,0.0275,0.9725
0.0,0.4575,0.5425
0.0,0.0,1.0
0.9225,0.01,0.0675
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.3625,0.6375
0.0,0.2625,0.7375
0.0,0.06,0.94
0.14,0.36,0.5
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.06,0.94
0.0,0.0,1.0
0.0,0.045,0.955
0.0025,0.7825,0.215
0.9925,0.0,0.0075
1.0,0.0,0.0
0.99,0.0,0.01
0.0,0.0025,0.9975
0.0,0.005,0.995
0.0,0.995,0.005
0.025,0.5225,0.4525
0.0,0.065,0.935
0.995,0.0025,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.995,0.005
0.9925,0.005,0.0025
0.0,0.005,0.995
0.0,0.125,0.875
0.0,0.08,0.92
1.0,0.0,0.0
0.0,0.2925,0.7075
0.0,0.6375,0.3625
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.2275,0.7725
1.0,0.0,0.0
0.0,0.1,0.9
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.1675,0.8325
1.0,0.0,0.0
0.0025,0.2325,0.765
0.0,0.0525,0.9475
1.0,0.0,0.0
0.02,0.005,0.975
0.0,0.985,0.015
0.9925,0.0,0.0075
0.0,0.075,0.925
0.0,0.025,0.975
0.0,0.0175,0.9825
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.085,0.915
0.005,0.1,0.895
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.46,0.54
0.9975,0.0025,0.0
0.0025,0.015,0.9825
0.0,0.0275,0.9725
0.0,0.0975,0.9025
0.045,0.7025,0.2525
0.0,0.06,0.94
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0325,0.9675
0.0,0.0625,0.9375
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0075,0.8625,0.13
0.0,0.0325,0.9675
0.0275,0.0,0.9725
0.0,0.2825,0.7175
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.005,0.995
0.0,0.0275,0.9725
1.0,0.0,0.0
0.0,0.095,0.905
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0025,0.02,0.9775
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.0075,0.9925
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.985,0.015
1.0,0.0,0.0
0.0025,0.005,0.9925
0.0,0.0025,0.9975
0.0525,0.23,0.7175
0.0075,0.8825,0.11
0.0075,0.0525,0.94
0.9975,0.0,0.0025
0.0,0.07,0.93
1.0,0.0,0.0
0.0,0.08,0.92
0.0,0.055,0.945
0.0,0.32,0.68
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.09,0.91
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.4225,0.5775
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.215,0.785
0.0,0.42,0.58
0.0,0.0325,0.9675
1.0,0.0,0.0
0.0,0.2925,0.7075
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.7325,0.265
0.0,0.0125,0.9875
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.0025,0.9975
0.21,0.165,0.625
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.0025,0.9975
0.0,0.0125,0.9875
0.0,0.945,0.055
0.0,0.14,0.86
1.0,0.0,0.0
0.0,0.0075,0.9925
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.9925,0.005,0.0025
0.0,0.0975,0.9025
0.0,0.0,1.0
0.0025,0.02,0.9775
0.0,0.025,0.975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0875,0.9125
1.0,0.0,0.0
0.0125,0.0,0.9875
0.995,0.0,0.005
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.9675,0.0325
0.9975,0.0,0.0025
0.0,0.0,1.0
0.005,0.095,0.9
0.0075,0.44,0.5525
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.1025,0.8975
0.0,0.045,0.955
0.0,0.01,0.99
0.0225,0.2325,0.745
1.0,0.0,0.0
0.0,0.4225,0.5775
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.0475,0.9525
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.935,0.02,0.045
1.0,0.0,0.0
0.0,0.9575,0.0425
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.055,0.945
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.995,0.0025,0.0025
0.0,0.0325,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.9875,0.0,0.0125
1.0,0.0,0.0
0.9975,0.0,0.0025
0.9475,0.0325,0.02
0.1125,0.3775,0.51
0.0,0.1425,0.8575
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.0,1.0
0.0,0.99,0.01
1.0,0.0,0.0
0.0,0.965,0.035
0.0,1.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.605,0.395
0.0,0.4225,0.5775
0.995,0.0025,0.0025
0.0,0.0225,0.9775
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0025,0.9975
0.0,0.9925,0.0075
0.0,0.0025,0.9975
0.0,0.0,1.0
0.0,0.0125,0.9875
0.0,1.0,0.0
0.0,0.1325,0.8675
0.975,0.0025,0.0225
0.0,0.05,0.95
1.0,0.0,0.0
0.0,0.0,1.0
0.965,0.0125,0.0225
0.0075,0.51,0.4825
0.01,0.925,0.065
0.0,0.295,0.705
1.0,0.0,0.0
0.02,0.0875,0.8925
0.0075,0.12,0.8725
0.0025,0.5375,0.46
0.0,0.0075,0.9925
0.0,0.0,1.0
0.0,0.9975,0.0025
1.0,0.0,0.0
0.03,0.4725,0.4975
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0825,0.9175
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.0025,0.9975
0.0,0.4525,0.5475
0.0,0.1925,0.8075
0.0,0.015,0.985
0.0,0.885,0.115
0.98,0.0,0.02
0.0,0.0,1.0
0.9275,0.055,0.0175
0.9975,0.0025,0.0
0.0,0.11,0.89
0.0025,0.8675,0.13
1.0,0.0,0.0
0.0,0.0775,0.9225
0.0025,0.9725,0.025
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.22,0.78
0.015,0.67,0.315
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0075,0.5725,0.42
0.0,0.025,0.975
0.005,0.295,0.7
0.0,0.005,0.995
0.0,0.0075,0.9925
0.0,0.47,0.53
0.0,0.0,1.0
1.0,0.0,0.0
0.49,0.2725,0.2375
0.0025,0.285,0.7125
0.0,0.435,0.565
0.015,0.0,0.985
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.9825,0.0175
1.0,0.0,0.0
0.0,0.075,0.925
0.0,0.0075,0.9925
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.875,0.125
1.0,0.0,0.0
0.0,0.0275,0.9725
0.0,0.0,1.0
0.0,0.1425,0.8575
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.005,0.0
0.0,0.01,0.99
0.0,0.1275,0.8725
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.1725,0.63,0.1975
1.0,0.0,0.0
0.0,0.6725,0.3275
0.0,0.0775,0.9225
0.0,0.0475,0.9525
0.02,0.1375,0.8425
0.0,0.7925,0.2075
0.0,0.2175,0.7825
0.0,0.0175,0.9825
0.0075,0.78,0.2125
0.995,0.005,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0525,0.9475
1.0,0.0,0.0
0.0,0.03,0.97
0.0025,0.975,0.0225
0.0175,0.1075,0.875
0.0,0.0975,0.9025
0.005,0.39,0.605
0.015,0.2825,0.7025
0.9975,0.0025,0.0
0.0,0.0,1.0
0.0,0.3975,0.6025
0.0,0.22,0.78
0.0,0.0175,0.9825
0.0,0.1925,0.8075
1.0,0.0,0.0
0.0,1.0,0.0
0.0,0.77,0.23
0.0,0.0025,0.9975
0.0,0.075,0.925
1.0,0.0,0.0
0.0,0.0,1.0
0.995,0.0025,0.0025
0.9925,0.0,0.0075
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.1075,0.8925
0.0,0.9975,0.0025
0.0025,0.14,0.8575
0.0,0.07,0.93
1.0,0.0,0.0
0.0025,0.0,0.9975
0.0,0.1575,0.8425
0.995,0.0025,0.0025
0.0,0.08,0.92
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8575,0.1425
1.0,0.0,0.0
0.0,0.86,0.14
0.995,0.0,0.005
0.0,0.0375,0.9625
0.9825,0.0,0.0175
1.0,0.0,0.0
0.0025,0.0025,0.995
1.0,0.0,0.0
0.97,0.02,0.01
1.0,0.0,0.0
0.9925,0.005,0.0025
0.9475,0.025,0.0275
1.0,0.0,0.0
0.0,0.11,0.89
0.0,0.9875,0.0125
0.005,0.765,0.23
0.005,0.135,0.86
0.0,0.0225,0.9775
0.0025,0.1325,0.865
0.0,0.045,0.955
0.0,0.0525,0.9475
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9875,0.005,0.0075
0.0,0.035,0.965
0.0,0.555,0.445
0.9925,0.0,0.0075
0.0,0.015,0.985
0.0,0.1325,0.8675
0.0,0.4775,0.5225
0.0,0.005,0.995
0.0,0.0325,0.9675
0.0075,0.0,0.9925
0.0,0.1725,0.8275
0.0,0.045,0.955
0.0,0.4625,0.5375
1.0,0.0,0.0
0.0025,0.2425,0.755
0.0,0.01,0.99
0.0,0.0375,0.9625
0.9825,0.0075,0.01
1.0,0.0,0.0
0.0,0.8425,0.1575
0.0,0.015,0.985
1.0,0.0,0.0
